SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
5422    0016,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,,2001/09/13 00:00:00+00,0,U,1959,,1967,1,4816,29,17201,2023/10/10 05:16:33+00,21276737
5422    0017,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2001/09/13 00:00:00+00,0,U,1959,,1965,1,8890,29,30625,2023/10/10 05:16:33+00,21276738
5422    0019,1,1,C,Brick/Concr,30,Average,BR,Brick,8,19,2001/09/13 00:00:00+00,0,U,1959,,1975,1,19758,21,49951,2023/10/10 05:16:33+00,21276739
5423    0001,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,1900/01/01 00:00:00+00,,U,1945,,1953,1,11543,21,17889,2023/10/10 05:16:33+00,21276740
5423    0002,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,16,1900/01/01 00:00:00+00,,U,1945,,1962,1,14784,21,26256,2023/10/10 05:16:33+00,21276741
5423    0003,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,16,1900/01/01 00:00:00+00,,U,1945,,1953,1,15071,21,39356,2023/10/10 05:16:33+00,21276742
5423    0004,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,20,1900/01/01 00:00:00+00,,U,1945,,1953,1,23556,21,49699,2023/10/10 05:16:33+00,21276743
5423    0005,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,30,1900/01/01 00:00:00+00,,U,1945,,1953,1,21624,21,34506,2023/10/10 05:16:33+00,21276744
5423    0006,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,35,1987/12/02 00:00:00+00,0,U,1945,,1953,1,25506,21,40654,2023/10/10 05:16:33+00,21276745
5423    0008,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2015/10/14 00:00:00+00,6349000,U,1954,1992,1964,3,14288,21,11224,2023/10/10 05:16:33+00,21276746
5423    0009,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2015/10/14 00:00:00+00,6349000,U,1954,,1964,3,14288,21,12019,2023/10/10 05:16:33+00,21276747
5423    0010,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2015/10/14 00:00:00+00,6349000,U,1954,,1965,3,14288,21,12814,2023/10/10 05:16:33+00,21276748
5423    0011,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,12,2015/10/14 00:00:00+00,6349000,U,1954,1992,1965,3,14288,21,13609,2023/10/10 05:16:33+00,21276749
5423    0012,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2015/10/14 00:00:00+00,6349000,U,1954,1993,1962,3,14288,21,14405,2023/10/10 05:16:33+00,21276750
5423    0013,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2015/10/14 00:00:00+00,6349000,U,0,1993,1962,3,14288,21,13798,2023/10/10 05:16:33+00,21276751
5423    0014,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,15,2016/05/05 00:00:00+00,1307500,Q,1954,2013,1984,4,14288,21,13167,2023/10/10 05:16:33+00,21276752
5423    0015,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,10,2001/09/13 00:00:00+00,0,U,1959,,1957,1,4816,29,11800,2023/10/10 05:16:33+00,21276753
5423    0016,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,6,2001/09/13 00:00:00+00,0,U,1959,,1967,1,8607,21,12852,2023/10/10 05:16:33+00,21276754
5423    0017,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,6,2001/09/13 00:00:00+00,0,U,1959,,1967,1,4816,29,7960,2023/10/10 05:16:33+00,21276755
5423    0018,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,6,2001/09/13 00:00:00+00,0,U,1959,,1957,1,4816,29,13270,2023/10/10 05:16:33+00,21276756
5423    0019,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,6,2001/09/13 00:00:00+00,0,U,1959,,1957,1,9688,21,19994,2023/10/10 05:16:33+00,21276757
5423    0020,1,1,C,Brick/Concr,30,Average,BR,Brick,8,10,2001/09/13 00:00:00+00,0,U,1958,,1965,1,12843,21,30598,2023/10/10 05:16:33+00,21276758
5423    0021,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,6,1900/01/01 00:00:00+00,0,U,1959,,1957,1,12369,21,32952,2023/10/10 05:16:33+00,21276759
5424    0009,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2023/02/27 00:00:00+00,18200000,U,1952,2002,1980,4,11352,21,5774,2023/10/10 05:16:33+00,21276760
5424    0010,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2023/02/27 00:00:00+00,18200000,U,1952,2002,1980,4,8514,21,6147,2023/10/10 05:16:33+00,21276761
5426    0008,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2021/01/28 00:00:00+00,0,U,1950,,1957,3,5022,21,1930,2023/10/10 05:16:33+00,21276762
5426    0025,1,1,C,Brick/Concr,30,Average,BR,Brick,9,36,2019/07/23 00:00:00+00,0,U,1949,,1956,5,39526,21,57183,2023/10/10 05:16:33+00,21276763
5426    0026,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2023/02/27 00:00:00+00,18200000,U,1963,2002,1987,3,10472,21,9863,2023/10/10 05:16:33+00,21276764
5426    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2023/02/27 00:00:00+00,18200000,U,1963,,1952,3,10472,21,10043,2023/10/10 05:16:33+00,21276765
5426    0032,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,20,,1900/01/01 00:00:00+00,,U,1951,,1958,1,4800,81,8391,2023/10/10 05:16:33+00,21276766
5427    0077,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,15,1900/01/01 00:00:00+00,,U,1969,,1974,1,16572,21,14653,2023/10/10 05:16:33+00,21276767
5427    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,1900/01/01 00:00:00+00,,U,1962,,1962,1,17516,21,14815,2023/10/10 05:16:33+00,21276768
5427    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,1900/01/01 00:00:00+00,,U,1962,,1969,1,17516,21,14815,2023/10/10 05:16:33+00,21276769
5429    0804,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1900/01/01 00:00:00+00,,U,1962,,1962,1,11484,21,10983,2023/10/10 05:16:33+00,21276770
5430    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,24,1,2008/08/01 00:00:00+00,300000,U,1943,2003,1974,1,4480,81,3860,2023/10/10 05:16:33+00,21276771
5430    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,24,1,2008/08/01 00:00:00+00,300000,U,1943,2003,1975,1,4480,81,3860,2023/10/10 05:16:33+00,21276772
5431    0001,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2018/02/21 00:00:00+00,375000,Q,1943,,1955,2,2340,25,2362,2023/10/10 05:16:33+00,21276773
5431    0802,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2017/01/13 00:00:00+00,858975,Q,1953,2017,1987,2,10212,21,5376,2023/10/10 05:16:33+00,21276774
5432    0064,1,1,C,Brick/Concr,30,Average,BR,Brick,9,17,1900/01/01 00:00:00+00,,U,1969,,1971,1,14547,21,15440,2023/10/10 05:16:33+00,21276775
5432    0065,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,1900/01/01 00:00:00+00,,U,1969,,1962,1,12248,21,11580,2023/10/10 05:16:33+00,21276776
5432    0813,1,1,0,No Data,60,Excellent,BV,Brick Veneer,8,12,1900/01/01 00:00:00+00,,U,1964,,1964,1,12236,26,11580,2023/10/10 05:16:33+00,21276777
5432    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,9,18,2022/03/31 00:00:00+00,0,U,1947,,1960,2,13892,21,11580,2023/10/10 05:16:33+00,21276778
5433    0007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,1900/01/01 00:00:00+00,,U,1942,,1960,1,4200,21,4180,2023/10/10 05:16:33+00,21276779
5433    0016,1,1,C,Brick/Concr,25,Fair +,BR,Brick,9,18,1900/01/01 00:00:00+00,,U,1965,,1955,1,18304,21,17995,2023/10/10 05:16:33+00,21276780
5434    0003,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2015/07/31 00:00:00+00,272000,U,1950,,1957,3,4680,21,4646,2023/10/10 05:16:33+00,21276781
5434    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,1900/01/01 00:00:00+00,,U,1950,,1957,1,4680,21,4646,2023/10/10 05:16:33+00,21276782
5434    0011,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,24,1900/01/01 00:00:00+00,,U,1961,,1967,1,18411,21,28553,2023/10/10 05:16:33+00,21276783
5434    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1900/01/01 00:00:00+00,,U,1961,2016,1965,1,9702,21,10925,2023/10/10 05:16:33+00,21276784
5434    0804,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,12,1900/01/01 00:00:00+00,,U,1961,,1967,1,9102,21,10887,2023/10/10 05:16:33+00,21276785
5434    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1900/01/01 00:00:00+00,,U,1961,,1967,1,6072,21,12081,2023/10/10 05:16:33+00,21276786
5434    0806,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,9,12,1900/01/01 00:00:00+00,,U,1961,,1967,1,8607,21,11439,2023/10/10 05:16:33+00,21276787
5434    0807,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1900/01/01 00:00:00+00,,U,1961,,1967,1,9606,21,11087,2023/10/10 05:16:33+00,21276788
5434    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,1900/01/01 00:00:00+00,,U,1961,,1967,1,9702,21,11177,2023/10/10 05:16:33+00,21276789
5434    0811,1,1,C,Brick/Concr,30,Average,BR,Brick,9,28,2013/09/12 00:00:00+00,1123080,Q,1967,2016,1971,1,12896,21,23853,2023/10/10 05:16:33+00,21276790
5434    0811,2,1,0,No Data,30,Average,BR,Brick,9,,2013/09/12 00:00:00+00,1123080,Q,1967,,1967,1,12896,21,23853,2023/10/10 05:16:33+00,21276791
5434    0812,1,1,C,Brick/Concr,30,Average,BR,Brick,9,46,1999/04/01 00:00:00+00,0,U,1918,2019,1943,1,27124,21,47216,2023/10/10 05:16:33+00,21276792
5434    0813,1,1,C,Brick/Concr,30,Average,,,,,2007/05/31 00:00:00+00,0,U,2004,,2006,1,4992,81,30063,2023/10/10 05:16:33+00,21276793
5434    0814,1,1,C,Brick/Concr,30,Average,BR,Brick,9,39,2016/12/28 00:00:00+00,3150000,Q,1947,,1955,2,42816,26,58054,2023/10/10 05:16:33+00,21276794
5434    0814,2,1,C,Brick/Concr,30,Average,BR,Brick,9,9,2016/12/28 00:00:00+00,3150000,Q,1948,,1955,2,7440,26,58054,2023/10/10 05:16:33+00,21276795
5436    0001,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,24,1900/01/01 00:00:00+00,,U,1945,,1953,1,26701,21,34774,2023/10/10 05:16:33+00,21276796
5436    0002,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,20,1900/01/01 00:00:00+00,,U,1945,,1953,1,21111,21,59870,2023/10/10 05:16:33+00,21276797
5436    0003,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,20,1900/01/01 00:00:00+00,,U,1945,,1953,1,19125,21,56727,2023/10/10 05:16:33+00,21276798
5436    0004,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,1900/01/01 00:00:00+00,,U,1945,,1953,1,12718,21,35784,2023/10/10 05:16:33+00,21276799
5436    0005,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,25,1900/01/01 00:00:00+00,,U,1945,,1953,1,20300,21,39231,2023/10/10 05:16:33+00,21276800
5436    0006,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,24,1900/01/01 00:00:00+00,,U,1945,,1953,1,23178,21,41815,2023/10/10 05:16:33+00,21276801
5436    0007,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,14,1900/01/01 00:00:00+00,,U,1945,,1953,1,10432,21,16549,2023/10/10 05:16:33+00,21276802
5436    0008,1,1,C,Brick/Concr,20,Fair,BR,Brick,9,14,1900/01/01 00:00:00+00,,U,1945,,1953,1,11905,21,26258,2023/10/10 05:16:33+00,21276803
5438    0053,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,,1,1900/01/01 00:00:00+00,0,U,2013,,2014,1,21000,87,75184,2023/10/10 05:16:33+00,21276804
5438    0800,1,1,,,,,,,,,2012/03/15 00:00:00+00,0,U,2013,,2013,1,0,87,63176,2023/10/10 05:16:33+00,21276805
5438    0801,1,1,B,Reinf Concr,40,Good,C,Concrete,11,,2012/03/15 00:00:00+00,0,U,2013,,2015,1,24288,87,379868,2023/10/10 05:16:33+00,21276806
5438    0802,1,1,,,,,,,,,2012/03/15 00:00:00+00,0,U,2013,,2013,1,0,87,113965,2023/10/10 05:16:33+00,21276807
5440    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,9,110,1970/10/02 00:00:00+00,0,U,1970,,1975,2,10992,21,104426,2023/10/10 05:16:33+00,21276808
5440    0805,2,1,0,No Data,30,Average,BR,Brick,,,1970/10/02 00:00:00+00,0,U,1970,,1970,2,31320,21,104426,2023/10/10 05:16:33+00,21276809
5440    0805,3,1,0,No Data,30,Average,BR,Brick,,,1970/10/02 00:00:00+00,0,U,1970,,1970,2,25018,21,104426,2023/10/10 05:16:33+00,21276810
5440    0805,4,1,0,No Data,30,Average,BR,Brick,,,1970/10/02 00:00:00+00,0,U,1970,,1970,2,12068,21,104426,2023/10/10 05:16:33+00,21276811
5440    0805,5,1,0,No Data,30,Average,BR,Brick,,,1970/10/02 00:00:00+00,0,U,1970,,1970,2,25422,21,104426,2023/10/10 05:16:33+00,21276812
5440    0805,6,1,0,No Data,30,Average,BR,Brick,,,1970/10/02 00:00:00+00,0,U,1927,,1927,2,1632,21,104426,2023/10/10 05:16:33+00,21276813
5440    0805,7,1,0,No Data,30,Average,BR,Brick,,0,1970/10/02 00:00:00+00,0,U,1927,,1927,2,1414,21,104426,2023/10/10 05:16:33+00,21276814
5440    0805,8,1,0,No Data,30,Average,BR,Brick,,0,1970/10/02 00:00:00+00,0,U,1927,,1927,2,1414,21,104426,2023/10/10 05:16:33+00,21276815
5441    0806,1,1,A,Struct Steel,30,Average,BR,Brick,,1,1900/01/01 00:00:00+00,,U,1941,2019,2003,1,92511,83,64478,2023/10/10 05:16:33+00,21276816
5444    0067,1,1,C,Brick/Concr,25,Fair +,BR,Brick,9,8,2004/03/09 00:00:00+00,470000,U,1965,,1964,1,5115,21,4729,2023/10/10 05:16:33+00,21276817
5546    0014,1,1,D,Wood/Frame,30,Average,0,Typical,12,1,2019/01/08 00:00:00+00,0,U,2020,,2020,2,14914,83,17443,2023/10/10 05:16:33+00,21276818
5547    0821,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,15,2016/06/27 00:00:00+00,975000,Q,1937,2011,1965,4,8992,21,9407,2023/10/10 05:16:33+00,21276819
5547    0845,1,1,C,Brick/Concr,30,Average,BR,Brick,9,5,2011/08/08 00:00:00+00,225280,U,1939,,1970,1,2984,21,2840,2023/10/10 05:16:33+00,21276820
5547    0852,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,1900/01/01 00:00:00+00,,U,1943,,1965,1,5463,21,5680,2023/10/10 05:16:33+00,21276821
5548    0105,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,6,2005/02/07 00:00:00+00,220000,Q,1955,,1962,1,3978,21,4603,2023/10/10 05:16:33+00,21276822
5548    0112,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2013/05/06 00:00:00+00,1745333,Q,1965,,1965,1,12024,21,28000,2023/10/10 05:16:33+00,21276823
5548    0112,2,1,C,Brick/Concr,30,Average,BR,Brick,12,12,2013/05/06 00:00:00+00,1745333,Q,1965,,1971,1,12024,21,28000,2023/10/10 05:16:33+00,21276824
5548    0113,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,12,2013/05/06 00:00:00+00,1745333,Q,1965,,1965,1,11016,21,28089,2023/10/10 05:16:33+00,21276825
5548    0113,2,1,C,Brick/Concr,30,Average,BR,Brick,12,12,2013/05/06 00:00:00+00,1745333,Q,1965,,1971,1,11016,21,28089,2023/10/10 05:16:33+00,21276826
5548    0810,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,6,2018/12/03 00:00:00+00,512390,Q,1953,2002,1970,2,3888,21,5640,2023/10/10 05:16:33+00,21276827
5549    0047,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,9,2002/07/30 00:00:00+00,300000,Q,1939,,1960,1,9000,21,8160,2023/10/10 05:16:33+00,21276828
5549    0048,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,2005/01/12 00:00:00+00,555000,Q,1939,2004,1960,1,7500,21,6383,2023/10/10 05:16:33+00,21276829
5549    0050,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,6,2013/07/16 00:00:00+00,117030,U,1957,,1965,1,4080,21,7373,2023/10/10 05:16:33+00,21276830
5549    0808,1,1,C,Brick/Concr,40,Good,BR,Brick,14,1,1900/01/01 00:00:00+00,,U,1947,,1955,1,50100,89,56598,2023/10/10 05:16:33+00,21276831
5550    0026,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,22,2002/12/09 00:00:00+00,450000,Q,1942,,1962,1,18927,21,7924,2023/10/10 05:16:33+00,21276832
5550    0808,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1939,1962,1972,1,7857,81,38288,2023/10/10 05:16:33+00,21276833
5550    0808,2,1,C,Brick/Concr,30,Average,SU,Stucco,27,,1900/01/01 00:00:00+00,,U,1939,,1972,1,7251,81,38288,2023/10/10 05:16:33+00,21276834
5550    0808,3,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,1900/01/01 00:00:00+00,,U,1939,,1972,1,15003,81,38288,2023/10/10 05:16:33+00,21276835
5550    0808,4,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,,1900/01/01 00:00:00+00,,U,1939,,1972,1,4736,81,38288,2023/10/10 05:16:33+00,21276836
5552    0832,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1939,,1965,1,17332,83,17383,2023/10/10 05:16:33+00,21276837
5553    0001,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,2009/06/15 00:00:00+00,0,U,1929,,1971,1,4428,42,3132,2023/10/10 05:16:33+00,21276838
5553    0027,1,1,C,Brick/Concr,45,Good +,0,Typical,16,1,2007/06/01 00:00:00+00,1000000,Q,1977,,1980,1,112,165,7140,2023/10/10 05:16:33+00,21276839
5553    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,8,13,1900/01/01 00:00:00+00,0,U,1928,,1968,1,17098,49,26971,2023/10/10 05:16:33+00,21276840
5554    0029,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,9,41,2005/10/27 00:00:00+00,0,U,1953,,1960,1,37090,21,35799,2023/10/10 05:16:33+00,21276841
5554    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,9,8,1900/01/01 00:00:00+00,,U,1945,,1960,1,5600,21,8426,2023/10/10 05:16:33+00,21276842
5555    0045,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,36,2010/10/29 00:00:00+00,12110814,U,1942,,1942,1,34104,21,35002,2023/10/10 05:16:33+00,21276843
5555    0808,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,14,,2023/06/29 00:00:00+00,1950000,Q,1952,,1972,3,5920,81,13893,2023/10/10 05:16:33+00,21276844
5556    0038,1,1,C,Brick/Concr,30,Average,BR,Brick,9,1,2017/08/22 00:00:00+00,783000,U,1942,2016,1998,2,1800,41,1800,2023/10/10 05:16:33+00,21276845
5556    0039,1,1,C,Brick/Concr,30,Average,BR,Brick,9,1,1900/01/01 00:00:00+00,,U,1922,2014,1977,1,1670,41,1815,2023/10/10 05:16:33+00,21276846
5556    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,1900/01/01 00:00:00+00,,U,1975,2003,1987,1,2478,65,13904,2023/10/10 05:16:33+00,21276847
5556    0062,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,1900/01/01 00:00:00+00,,U,1927,2004,1965,1,2145,89,7800,2023/10/10 05:16:33+00,21276848
5556    0062,2,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1927,2004,1965,1,2040,89,7800,2023/10/10 05:16:33+00,21276849
5556    0062,3,1,C,Brick/Concr,30,Average,BR,Brick,8,,1900/01/01 00:00:00+00,,U,1920,2004,1965,1,2040,89,7800,2023/10/10 05:16:33+00,21276850
5556    0825,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,1900/01/01 00:00:00+00,,U,1939,2008,1971,1,21608,42,8085,2023/10/10 05:16:33+00,21276851
5559    0034,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,14,,2013/07/09 00:00:00+00,410000,Q,1982,,1987,1,2100,62,6032,2023/10/10 05:16:33+00,21276852
5559    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2005/12/29 00:00:00+00,1400000,Q,1943,2017,1989,1,3540,365,29068,2023/10/10 05:16:33+00,21276853
5560    0039,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2018/02/02 00:00:00+00,0,U,1930,,1970,3,1748,41,2340,2023/10/10 05:16:33+00,21276854
5560    0040,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2018/02/02 00:00:00+00,0,U,1930,,1970,3,2340,41,2340,2023/10/10 05:16:33+00,21276855
5560    0043,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,2018/02/05 00:00:00+00,0,U,1927,2016,1968,4,5573,42,2340,2023/10/10 05:16:33+00,21276856
5560    0044,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,1900/01/01 00:00:00+00,,U,1900,2015,1977,1,1548,41,1565,2023/10/10 05:16:33+00,21276857
5560    0045,1,1,C,Brick/Concr,30,Average,BR,Brick,12,1,2009/01/15 00:00:00+00,644690,U,1900,2007,1990,1,640,41,1550,2023/10/10 05:16:33+00,21276858
5560    0046,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2004/11/09 00:00:00+00,161000,Q,1937,1999,1971,1,1479,41,1565,2023/10/10 05:16:33+00,21276859
5560    0052,1,1,C,Brick/Concr,30,Average,BR,Brick,,1,2018/02/02 00:00:00+00,0,U,1965,2019,1976,3,2404,74,7800,2023/10/10 05:16:33+00,21276860
5560    0055,1,1,D,Wood/Frame,40,Good,,,,,2008/11/10 00:00:00+00,0,U,2009,,2009,1,76800,22,31500,2023/10/10 05:16:33+00,21276861
5560    0818,1,1,D,Wood/Frame,30,Average,WS,Wood Siding,10,,2003/04/21 00:00:00+00,300000,Q,1900,2018,1979,1,4865,42,2285,2023/10/10 05:16:33+00,21276862
5560    2001,1,1,C,Brick/Concr,30,Average,BR,Brick,11,,2015/12/08 00:00:00+00,990000,U,1950,,1955,3,216,56,87,2023/10/10 05:16:33+00,21276863
5560    2002,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,0,56,540,2023/10/10 05:16:33+00,21276864
5560    2003,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,424,56,171,2023/10/10 05:16:33+00,21276865
5560    2004,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,393,56,158,2023/10/10 05:16:33+00,21276866
5560    2005,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,270,56,109,2023/10/10 05:16:33+00,21276867
5560    2006,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,25,56,205,2023/10/10 05:16:33+00,21276868
5560    2007,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,404,56,163,2023/10/10 05:16:33+00,21276869
5560    2008,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,393,56,158,2023/10/10 05:16:33+00,21276870
5560    2009,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,286,56,115,2023/10/10 05:16:33+00,21276871
5560    2010,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,519,56,209,2023/10/10 05:16:33+00,21276872
5560    2011,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,398,56,160,2023/10/10 05:16:33+00,21276873
5560    2012,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,435,56,175,2023/10/10 05:16:33+00,21276874
5560    2013,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,303,56,122,2023/10/10 05:16:33+00,21276875
5560    2014,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2015/12/08 00:00:00+00,990000,U,1950,,1950,3,505,56,204,2023/10/10 05:16:33+00,21276876
5561    0022,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,9,1,2008/09/22 00:00:00+00,295000,Q,1941,2012,1976,1,4703,49,3750,2023/10/10 05:16:33+00,21276877
5561    0069,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1926,2011,1971,1,2016,42,1530,2023/10/10 05:16:33+00,21276878
5561    0085,1,1,C,Brick/Concr,30,Average,BR,Brick,8,2,2008/01/18 00:00:00+00,450000,Q,1928,2008,1975,1,1640,42,3600,2023/10/10 05:16:33+00,21276879
5561    0090,1,1,C,Brick/Concr,30,Average,BR,Brick,16,,1900/01/01 00:00:00+00,,U,1951,1981,1980,1,10050,81,11250,2023/10/10 05:16:33+00,21276880
5561    0092,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,,1,1900/01/01 00:00:00+00,0,U,2018,,2019,1,68020,83,121667,2023/10/10 05:16:33+00,21276881
5562    0038,1,1,7,3 Story,30,Average,AS,Asphalt Siding,12,8,1900/01/01 00:00:00+00,0,U,2022,,2022,1,5235,21,3657,2023/10/10 05:16:33+00,21276882
5564    0066,1,1,A,Struct Steel,30,Average,0,Typical,9,1,2017/08/30 00:00:00+00,4300000,Q,2020,,2021,2,71100,75,20499,2023/10/10 05:16:33+00,21276883
5564    0068,1,1,C,Brick/Concr,30,Average,BR,Brick,9,18,1900/01/01 00:00:00+00,0,U,1953,,1967,1,13659,21,13500,2023/10/10 05:16:33+00,21276884
5565    0001,1,1,C,Brick/Concr,30,Average,BR,Brick,9,6,2014/08/12 00:00:00+00,310764,Q,1953,2015,1958,2,4200,21,2812,2023/10/10 05:16:33+00,21276885
